id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn08709,rxn08709_c0,LPS_heptose_kinase_II_LPS_core_synthesis_c0,"{""cpd00002_c0"":-1.0,""cpd15488_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00067_c0"":1.0,""cpd15550_c0"":1.0}",cpd00002_c0 + cpd15488_c0 --> cpd00008_c0 + cpd00067_c0 + cpd15550_c0,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c,ATP_c0 + heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + H_plus_c0 + phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0,,0,1000,0,,,"{'bigg.reaction': 'HEPK2', 'iAF1260': 'HEPK2', 'iMA945': 'HEPK2', 'seed.reaction': 'rxn08709','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08710,rxn08710_c0,RXN0_5118c_c0,"{""cpd03587_c0"":-1.0,""cpd03831_c0"":-1.0,""cpd00008_c0"":1.0,""cpd15485_c0"":1.0}",cpd03587_c0 + cpd03831_c0 --> cpd00008_c0 + cpd15485_c0,lipa_c + adphep-L_c --> adp_c + hlipa_c,kdo2_lipid_a_c0 + ADP_L_glycero_D_manno_heptose_c0 --> ADP_c0 + heptosyl_kdo2_lipidA_c0,,0,1000,0,2.4.-.-,2.4.-.-,"{'bigg.reaction': 'HEPT1', 'EcoCyc': 'RXN0-5118', 'biocyc': 'META:RXN0-5118', 'iAF1260': 'HEPT1', 'iMA945': 'HEPT1', 'seed.reaction': 'rxn08710', 'ec-code': '2.4.-.-', 'rhea': '28403','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08711,rxn08711_c0,RXN0_5061c_c0,"{""cpd03831_c0"":-1.0,""cpd15485_c0"":-1.0,""cpd00008_c0"":1.0,""cpd15484_c0"":1.0}",cpd03831_c0 + cpd15485_c0 --> cpd00008_c0 + cpd15484_c0,adphep-L_c + hlipa_c --> adp_c + hhlipa_c,ADP_L_glycero_D_manno_heptose_c0 + heptosyl_kdo2_lipidA_c0 --> ADP_c0 + heptosyl_heptosyl_kdo2_lipidA_c0,,0,1000,0,2.-.-.-,2.-.-.-,"{'bigg.reaction': 'HEPT2', 'EcoCyc': 'RXN0-5061', 'biocyc': 'META:RXN0-5061', 'iAF1260': 'HEPT2', 'iMA945': 'HEPT2', 'seed.reaction': 'rxn08711', 'ec-code': '2.4.1.-', 'rhea': '28539','sbo':'SBO:0000176'}",Gram-Negative cell wall components; Plant-Prokaryote DOE project,,Other secondary metabolites,,
rxn08712,rxn08712_c0,heptosyltransferase_III_LPS_core_synthesis_c0,"{""cpd03831_c0"":-1.0,""cpd15549_c0"":-1.0,""cpd00008_c0"":1.0,""cpd15488_c0"":1.0}",cpd03831_c0 + cpd15549_c0 --> cpd00008_c0 + cpd15488_c0,adphep-L_c + phhlipa_c --> adp_c + hphhlipa_c,ADP_L_glycero_D_manno_heptose_c0 + phospho_heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0,,0,1000,0,,,"{'bigg.reaction': 'HEPT3', 'iAF1260': 'HEPT3', 'seed.reaction': 'rxn08712','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08713,rxn08713_c0,heptosyltransferase_IV_LPS_core_synthesis_c0,"{""cpd03831_c0"":-1.0,""cpd15477_c0"":-1.0,""cpd00008_c0"":1.0,""cpd15432_c0"":1.0}",cpd03831_c0 + cpd15477_c0 --> cpd00008_c0 + cpd15432_c0,adphep-L_c + gggagicolipa_c --> adp_c + colipa_c,ADP_L_glycero_D_manno_heptose_c0 + glucosyl_glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> ADP_c0 + core_oligosaccharide_lipid_A_c0,,0,1000,0,,,"{'bigg.reaction': 'HEPT4', 'iAF1260': 'HEPT4', 'seed.reaction': 'rxn08713','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08730,db_rxn08730,proton transport via diffusion (extracellular to periplasm),"{""cpd00067_e0"":-1.0,""cpd00067_p0"":1.0}",cpd00067_e0 <=> cpd00067_p0,h_e <=> h_p,H_plus_e0 <=> H_plus_p0,,-1000,1000,0,,,"{'bigg.reaction': 'Htex', 'BrachyCyc': 'TRANS-RXNAVI-26549', 'EcoCyc': 'TRANS-RXN0-238', 'MaizeCyc': 'TRANS-RXNBWI-115534', 'biocyc': 'META:RXN-12351; RXN-14452', 'seed.reaction': 'rxn08730','sbo':'SBO:0000185'}",,,Transport,,
rxn08756,rxn08756_c0,isopentenyl_diphosphate_NAD_plus__oxidoreductase_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd08615_c0"":-1.0,""cpd00001_c0"":1.0,""cpd00003_c0"":1.0,""cpd00113_c0"":1.0}",cpd00004_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00003_c0 + cpd00113_c0,nadh_c + h_c + h2mb4p_c --> h2o_c + nad_c + ipdp_c,NADH_c0 + H_plus_c0 + 1_Hydroxy_2_methyl_2_butenyl_4_diphosphate_c0 --> H2O_c0 + NAD_c0 + Isopentenyldiphosphate_c0,ZMO0875,0,1000,0,1.17.1.2,1.17.1.2,"{'AraCyc': 'ISPH2-RXN', 'bigg.reaction': 'IPDPS', 'BrachyCyc': 'ISPH2-RXN', 'kegg.reaction': 'R08209', 'biocyc': 'META:ISPH2-RXN', 'seed.reaction': 'rxn08756', 'ec-code': '1.17.7.4', 'rhea': '24490','sbo':'SBO:0000176'}",271-Bsub; Isoprenoids,Terpenoid backbone biosynthesis,Terpenoids and polyketides,,
rxn08758,ISETACabcpp,isethionate transport via ABC system (periplasm),"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd03048_p0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00067_c0"":1.0,""cpd03048_c0"":1.0}",cpd00001_c0 + cpd00002_c0 + cpd03048_p0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03048_c0,h2o_c + atp_c + istnt_p --> adp_c + pi_c + h_c + istnt_c,H2O_c0 + ATP_c0 + Isethionate_p0 => ADP_c0 + Phosphate_c0 + H+_c0 + Isethionate_c0,ZMO1261 and ZMO1263 and ZMO1262,0,1000,0,,,"{'metanetx.reaction': 'MNXR100880', 'seed.reaction': 'rxn08758', 'bigg.reaction': 'ISETACabcpp','sbo':'SBO:0000185'}",,,Transport,,
rxn08759,ISETACtex,isethionate transport via diffusion (extracellular to periplasm),"{""cpd03048_p0"":-1.0,""cpd03048_e0"":1.0}",cpd03048_p0 <=> cpd03048_e0,istnt_p <=> istnt_e,Isethionate_p0 <=> Isethionate_e0,,-1000,1000,0,,,"{'metanetx.reaction': 'MNXR100881', 'seed.reaction': 'rxn08759', 'bigg.reaction': 'ISETACtex','sbo':'SBO:0000185'}",,,Transport,,
rxn08760,K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd03586_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00067_c0"":1.0,""cpd03586_p0"":1.0}",cpd00001_c0 + cpd00002_c0 + cpd03586_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03586_p0,h2o_c + atp_c + kdo2lipid4_c --> adp_c + pi_c + h_c + kdo2lipid4_p,H2O_c0 + ATP_c0 + kdo2-lipid iva_c0 => ADP_c0 + Phosphate_c0 + H+_c0 + kdo2-lipid iva_p0,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,0,1000,0,,,"{'rhea': '35250#1', 'metanetx.reaction': 'MNXR100899', 'seed.reaction': 'rxn08760', 'bigg.reaction': 'K2L4Aabcpp','sbo':'SBO:0000185'}",,,Transport,,
rxn08761,K2L4Atex,KDO(2)-lipid IV A transport via vector (periplasm to extracellular),"{""cpd03586_e0"":-1.0,""cpd03586_p0"":1.0}",cpd03586_e0 <=> cpd03586_p0,kdo2lipid4_e <=> kdo2lipid4_p,kdo2-lipid iva_e0 <=> kdo2-lipid iva_p0,,-1000,1000,0,,,"{'metanetx.reaction': 'MNXR100901', 'seed.reaction': 'rxn08761', 'bigg.reaction': 'K2L4Atex','sbo':'SBO:0000185'}",,,Transport,,
rxn08769,db_rxn08769,potassium transport in via proton symport (periplasm),"{""cpd00067_p0"":-1.0,""cpd00205_p0"":-1.0,""cpd00067_c0"":1.0,""cpd00205_c0"":1.0}",cpd00067_p0 + cpd00205_p0 <=> cpd00067_c0 + cpd00205_c0,h_p + k_p --> h_c + k_c,H_plus_p0 + K_plus_p0 <=> H_plus_c0 + K_plus_c0,ZMO1209,0,1000,0,2.A.37.-.-,2.A.37.-.-,"{'bigg.reaction': 'Kt2; Kt2i; Kt2pp; Kt2r; Kt6; TRK1', 'EcoCyc': 'TRANS-RXN-3', 'MaizeCyc': 'TRANS-RXN-3', 'biocyc': 'META:TRANS-RXN-3', 'iAF1260': 'Kt2pp', 'seed.reaction': 'rxn08769','sbo':'SBO:0000185'}",,,Transport,,
rxn08771,db_rxn08771,potassium transport via diffusion (extracellular to periplasm),"{""cpd00205_e0"":-1.0,""cpd00205_p0"":1.0}",cpd00205_e0 <=> cpd00205_p0,k_e <=> k_p,K_plus_e0 <=> K_plus_p0,ZMO1785 or ZMO1781 or ZMO1331,-1000,1000,0,1.A.1.-.-,1.A.1.-.-,"{'AraCyc': 'TRANS-RXN-185; TRANS-RXN-186; TRANS-RXN-187; TRANS-RXN-190', 'bigg.reaction': 'Ktex', 'BrachyCyc': 'TRANS-RXN-185; TRANS-RXNAVI-26392; TRANS-RXNAVI-26549', 'CornCyc': 'TRANS-RXN-185; TRANS-RXN-186; TRANS-RXN-187; TRANS-RXN-190', 'biocyc': 'META:TRANS-RXN-185; TRANS-RXN-186; TRANS-RXN-187; TRANS-RXN-190', 'seed.reaction': 'rxn08771','sbo':'SBO:0000185'}",,,Transport,,
rxn08796,rxn08796_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C12_0_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15325_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00080_c0"":1.0,""cpd01741_c0"":1.0}",cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0,h2o_c + 1ddecg3p_c --> h_c + glyc3p_c + ddca_c,H2O_c0 + 1_dodecanoyl_sn_glycerol_3_phosphate_c0 <=> H_plus_c0 + Glycerol_3_phosphate_c0 + ddca_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A120pp', 'iAF1260': 'LPLIPAL1A120pp', 'iMA945': 'LPLIPAL1A120pp', 'seed.reaction': 'rxn08796','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08797,rxn08797_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C14_0_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15331_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00080_c0"":1.0,""cpd03847_c0"":1.0}",cpd00001_c0 + cpd15331_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd03847_c0,h2o_c + 1tdecg3p_c --> h_c + glyc3p_c + ttdca_c,H2O_c0 + 1_tetradecanoyl_sn_glycerol_3_phosphate_c0 <=> H_plus_c0 + Glycerol_3_phosphate_c0 + Myristic_acid_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A140pp', 'iAF1260': 'LPLIPAL1A140pp', 'iMA945': 'LPLIPAL1A140pp', 'seed.reaction': 'rxn08797','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08798,rxn08798_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C14_1_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15330_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15298_c0"":1.0}",cpd00001_c0 + cpd15330_c0 --> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15298_c0,h2o_c + 1tdec7eg3p_c --> 2.0 h_c + glyc3p_c + ttdcea_c,H2O_c0 + 1_tetradec_7_enoyl_sn_glycerol_3_phosphate_c0 --> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + tetradecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A141pp', 'iAF1260': 'LPLIPAL1A141pp', 'iMA945': 'LPLIPAL1A141pp', 'seed.reaction': 'rxn08798','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08799,rxn08799_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C16_0_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15327_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd00214_c0"":1.0}",cpd00001_c0 + cpd15327_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd00214_c0,h2o_c + 1hdecg3p_c --> 2.0 h_c + glyc3p_c + hdca_c,H2O_c0 + 1_hexadecanoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + Palmitate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A160pp', 'iAF1260': 'LPLIPAL1A160pp', 'iMA945': 'LPLIPAL1A160pp', 'seed.reaction': 'rxn08799','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08800,rxn08800_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C16_1_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15326_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15237_c0"":1.0}",cpd00001_c0 + cpd15326_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15237_c0,h2o_c + 1hdec9eg3p_c --> 2.0 h_c + glyc3p_c + hdcea_c,H2O_c0 + 1_hexadec_9_enoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + hexadecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A161pp', 'iAF1260': 'LPLIPAL1A161pp', 'iMA945': 'LPLIPAL1A161pp', 'seed.reaction': 'rxn08800','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08801,rxn08801_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C18_0_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15329_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00080_c0"":1.0,""cpd01080_c0"":1.0}",cpd00001_c0 + cpd15329_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01080_c0,h2o_c + 1odecg3p_c --> h_c + glyc3p_c + ocdca_c,H2O_c0 + 1_octadecanoyl_sn_glycerol_3_phosphate_c0 <=> H_plus_c0 + Glycerol_3_phosphate_c0 + ocdca_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A180pp', 'iAF1260': 'LPLIPAL1A180pp', 'iMA945': 'LPLIPAL1A180pp', 'seed.reaction': 'rxn08801','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08802,rxn08802_c0,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C18_1_periplasm_c0,"{""cpd00001_c0"":-1.0,""cpd15328_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15269_c0"":1.0}",cpd00001_c0 + cpd15328_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0,h2o_c + 1odec11eg3p_c --> 2.0 h_c + glyc3p_c + ocdcea_c,H2O_c0 + 1_octadec_11_enoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + octadecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL1A181pp', 'iAF1260': 'LPLIPAL1A181pp', 'iMA945': 'LPLIPAL1A181pp', 'seed.reaction': 'rxn08802','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08817,rxn08817_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C12_0_c0,"{""cpd00001_c0"":-1.0,""cpd15350_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd01741_c0"":1.0}",cpd00001_c0 + cpd15350_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01741_c0,h2o_c + 2ddecg3p_c --> 2.0 h_c + glyc3p_c + ddca_c,H2O_c0 + 2_dodecanoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + ddca_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A120', 'iAF1260': 'LPLIPAL2A120', 'iMA945': 'LPLIPAL2A120', 'seed.reaction': 'rxn08817','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08818,rxn08818_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C14_0_c0,"{""cpd00001_c0"":-1.0,""cpd15363_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd03847_c0"":1.0}",cpd00001_c0 + cpd15363_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd03847_c0,h2o_c + 2tdecg3p_c --> 2.0 h_c + glyc3p_c + ttdca_c,H2O_c0 + 2_tetradecanoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + Myristic_acid_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A140', 'iAF1260': 'LPLIPAL2A140', 'iMA945': 'LPLIPAL2A140', 'seed.reaction': 'rxn08818','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08819,rxn08819_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C14_1_c0,"{""cpd00001_c0"":-1.0,""cpd15362_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15298_c0"":1.0}",cpd00001_c0 + cpd15362_c0 --> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15298_c0,h2o_c + 2tdec7eg3p_c --> 2.0 h_c + glyc3p_c + ttdcea_c,H2O_c0 + 2_tetradec_7_enoyl_sn_glycerol_3_phosphate_c0 --> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + tetradecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A141', 'iAF1260': 'LPLIPAL2A141', 'iMA945': 'LPLIPAL2A141', 'seed.reaction': 'rxn08819','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08820,rxn08820_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C16_0_c0,"{""cpd00001_c0"":-1.0,""cpd15355_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd00214_c0"":1.0}",cpd00001_c0 + cpd15355_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd00214_c0,h2o_c + 2hdecg3p_c --> 2.0 h_c + glyc3p_c + hdca_c,H2O_c0 + 2_hexadecanoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + Palmitate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A160', 'iAF1260': 'LPLIPAL2A160', 'iMA945': 'LPLIPAL2A160', 'seed.reaction': 'rxn08820','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08821,rxn08821_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C16_1_c0,"{""cpd00001_c0"":-1.0,""cpd15354_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15237_c0"":1.0}",cpd00001_c0 + cpd15354_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15237_c0,h2o_c + 2hdec9eg3p_c --> 2.0 h_c + glyc3p_c + hdcea_c,H2O_c0 + 2_hexadec_9_enoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + hexadecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A161', 'iAF1260': 'LPLIPAL2A161', 'iMA945': 'LPLIPAL2A161', 'seed.reaction': 'rxn08821','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08822,rxn08822_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C18_0_c0,"{""cpd00001_c0"":-1.0,""cpd15358_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd01080_c0"":1.0}",cpd00001_c0 + cpd15358_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01080_c0,h2o_c + 2odecg3p_c --> 2.0 h_c + glyc3p_c + ocdca_c,H2O_c0 + 2_octadecanoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + ocdca_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A180', 'iAF1260': 'LPLIPAL2A180', 'iMA945': 'LPLIPAL2A180', 'seed.reaction': 'rxn08822','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08823,rxn08823_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C18_1_c0,"{""cpd00001_c0"":-1.0,""cpd15357_c0"":-1.0,""cpd00067_c0"":2.0,""cpd00080_c0"":1.0,""cpd15269_c0"":1.0}",cpd00001_c0 + cpd15357_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0,h2o_c + 2odec11eg3p_c --> 2.0 h_c + glyc3p_c + ocdcea_c,H2O_c0 + 2_octadec_11_enoyl_sn_glycerol_3_phosphate_c0 <=> 2.0 H_plus_c0 + Glycerol_3_phosphate_c0 + octadecenoate_c0,ZMOp39x018,0,1000,0,3.1.1.5,3.1.1.5,"{'bigg.reaction': 'LPLIPAL2A181', 'iAF1260': 'LPLIPAL2A181', 'iMA945': 'LPLIPAL2A181', 'seed.reaction': 'rxn08823','sbo':'SBO:0000176'}",Synechocystis_experimental; Triacylglycerols; Oxidative stress,,Lipid,,
rxn08831,db_rxn08831,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)","{""cpd15343_c0"":-1.0,""cpd15535_c0"":-1.0,""cpd02090_c0"":1.0,""cpd15402_c0"":1.0}",cpd15343_c0 + cpd15535_c0 <=> cpd02090_c0 + cpd15402_c0,2agpg120_c + pg120_c <=> g3pg_c + apg120_c,2_Acyl_sn_glycero_3_phosphoglycerol_dodecanoyl_c0 + Phosphatidylglycerol_didodecanoyl_c0 <=> Glycerophosphoglycerol_c0 + acyl_phosphatidylglycerol_dodecanoyl_c0,,-1000,1000,0,,,"{'bigg.reaction': 'LPLIPAL2ATG120', 'iAF1260': 'LPLIPAL2ATG120', 'iMA945': 'LPLIPAL2ATG120', 'seed.reaction': 'rxn08831','sbo':'SBO:0000176'}",,,Lipid,,
rxn08832,db_rxn08832,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)","{""cpd15344_c0"":-1.0,""cpd15536_c0"":-1.0,""cpd02090_c0"":1.0,""cpd15403_c0"":1.0}",cpd15344_c0 + cpd15536_c0 <=> cpd02090_c0 + cpd15403_c0,2agpg140_c + pg140_c <=> g3pg_c + apg140_c,2_Acyl_sn_glycero_3_phosphoglycerol_tetradecanoyl_c0 + Phosphatidylglycerol_ditetradecanoyl_c0 <=> Glycerophosphoglycerol_c0 + acyl_phosphatidylglycerol_tetradecanoyl_c0,,-1000,1000,0,,,"{'bigg.reaction': 'LPLIPAL2ATG140', 'iAF1260': 'LPLIPAL2ATG140', 'iMA945': 'LPLIPAL2ATG140', 'seed.reaction': 'rxn08832','sbo':'SBO:0000176'}",,,Lipid,,
rxn08833,db_rxn08833,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)","{""cpd15345_c0"":-1.0,""cpd15537_c0"":-1.0,""cpd02090_c0"":1.0,""cpd15404_c0"":1.0}",cpd15345_c0 + cpd15537_c0 <=> cpd02090_c0 + cpd15404_c0,2agpg141_c + pg141_c <=> g3pg_c + apg141_c,2_Acyl_sn_glycero_3_phosphoglycerol_tetradec_7_enoyl_c0 + Phosphatidylglycerol_ditetradec_7_enoyl_c0 <=> Glycerophosphoglycerol_c0 + acyl_phosphatidylglycerol_tetradec_7_enoyl_c0,,-1000,1000,0,,,"{'bigg.reaction': 'LPLIPAL2ATG141', 'iAF1260': 'LPLIPAL2ATG141', 'iMA945': 'LPLIPAL2ATG141', 'seed.reaction': 'rxn08833','sbo':'SBO:0000176'}",,,Lipid,,
rxn08834,db_rxn08834,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)","{""cpd15346_c0"":-1.0,""cpd15538_c0"":-1.0,""cpd02090_c0"":1.0,""cpd15405_c0"":1.0}",cpd15346_c0 + cpd15538_c0 <=> cpd02090_c0 + cpd15405_c0,2agpg160_c + pg160_c <=> g3pg_c + apg160_c,2_Acyl_sn_glycero_3_phosphoglycerol_hexadecanoyl_c0 + Phosphatidylglycerol_dihexadecanoyl_c0 <=> Glycerophosphoglycerol_c0 + acyl_phosphatidylglycerol_hexadecanoyl_c0,,-1000,1000,0,,,"{'bigg.reaction': 'LPLIPAL2ATG160', 'iAF1260': 'LPLIPAL2ATG160', 'iMA945': 'LPLIPAL2ATG160', 'seed.reaction': 'rxn08834','sbo':'SBO:0000176'}",,,Lipid,,
